                    x                count                  avg                sigma                  min                  max
       1928.000000000         56.000000000         52.999732000         10.789561000         29.108000000         70.407997000
       1929.000000000        130.000000000         50.342008000         10.621148000         32.088001000         73.031998000
       1930.000000000        136.000000000         53.354066000         10.299629000         33.631001000         73.584999000
       1931.000000000         47.000000000         51.528425000          7.162516000         40.644001000         72.310997000
       2122.000000000          6.000000000         36.454667000          5.229721000         30.325001000         45.113998000
       2123.000000000         67.000000000         40.173672000          5.449464000         27.635000000         54.900002000
       2124.000000000        113.000000000         38.434283000          6.206550000         25.726000000         56.863998000
       2125.000000000        114.000000000         41.152798000          6.824850000         20.400000000         59.497002000
       2126.000000000         66.000000000         37.055485000          9.292782000        -13.622000000         56.803001000
       2276.000000000          3.000000000         40.206999000          2.647580000         37.528000000         42.821999000
       2277.000000000         82.000000000         35.648646000         10.744264000        -16.919001000         53.332001000
       2278.000000000        133.000000000         37.523030000          7.730399000        -17.118999000         52.433998000
       2279.000000000        105.000000000         36.383724000          7.630584000        -19.358000000         52.820999000
       2280.000000000          5.000000000         32.236400000          4.385737000         27.061001000         37.862999000
       2469.000000000         29.000000000         23.641965000         19.873939000        -25.083000000         42.563999000
       2470.000000000         98.000000000         29.803143000         13.568479000        -25.492001000         45.853001000
       2471.000000000        115.000000000         31.763287000         12.287925000        -28.134001000         44.806999000
       2472.000000000        115.000000000         31.331661000         12.832200000        -27.349001000         49.526001000
       2473.000000000         50.000000000         26.110060000         18.997094000        -31.208000000         43.143002000
       2625.000000000         42.000000000         30.885191000         13.187988000        -22.549999000         49.518002000
       2626.000000000        131.000000000         29.118298000         15.576166000        -32.764000000         49.908001000
       2627.000000000        132.000000000         25.303947000         16.738203000        -24.892000000         44.664001000
       2628.000000000         30.000000000         31.599266000          7.659554000         17.282000000         42.748001000
       2816.000000000         41.000000000         30.582000000          9.036257000        -14.712000000         44.195999000
       2817.000000000        104.000000000         29.334490000         12.220362000        -27.933001000         42.346001000
       2818.000000000        115.000000000         24.633374000         16.258449000        -30.715000000         40.334000000
       2819.000000000        111.000000000         34.019360000          8.017628000        -18.642000000         49.026001000
       2820.000000000         46.000000000         28.165739000         19.833421000        -34.008999000         46.223999000
       2973.000000000         29.000000000         24.498828000         18.742912000        -28.535000000         44.422001000
       2974.000000000        123.000000000         29.221886000         12.876479000        -30.400999000         42.340000000
       2975.000000000        134.000000000         23.235828000         17.062230000        -28.676001000         43.696999000
       2976.000000000         39.000000000         32.810846000         11.570304000        -27.337999000         47.657001000
       3163.000000000         24.000000000         31.990125000          4.923962000         18.646000000         41.398998000
       3164.000000000         93.000000000         28.006978000         15.141496000        -26.913000000         42.904999000
       3165.000000000        111.000000000         31.628838000          8.619021000        -27.801001000         44.388000000
       3166.000000000        113.000000000         25.541310000         17.174585000        -33.839001000         43.228001000
       3167.000000000         70.000000000         25.665257000         16.766509000        -30.541000000         44.030998000
       3168.000000000          3.000000000         31.111000000          8.868721000         23.752001000         40.958000000
       3322.000000000         80.000000000         18.619513000         23.541256000        -36.583000000         49.119999000
       3323.000000000        136.000000000         15.046860000         22.616467000        -34.837002000         37.754002000
       3324.000000000         84.000000000         31.076714000         11.471210000        -26.577000000         43.750000000
       3510.000000000         56.000000000         18.782875000         23.528599000        -36.041000000         38.415001000
       3511.000000000        114.000000000          9.433246000         24.824051000        -36.599998000         39.372002000
       3512.000000000        112.000000000         22.558491000         18.792861000        -36.737999000         43.925999000
       3513.000000000        105.000000000         18.225448000         18.678030000        -32.659000000         38.613998000
       3514.000000000         41.000000000         27.664366000         15.881730000        -29.349001000         42.827999000
       3670.000000000         43.000000000         18.750512000         19.281154000        -28.485001000         37.539001000
       3671.000000000        135.000000000         14.181126000         22.046262000        -28.341000000         37.811001000
       3672.000000000        112.000000000         10.363768000         23.894885000        -33.254002000         40.349998000
       3673.000000000          4.000000000        -14.950000000         30.213274000        -33.647999000         30.129000000
       3856.000000000          5.000000000         16.769800000         24.525215000        -24.940001000         39.727001000
       3857.000000000         70.000000000          5.914614000         25.986557000        -33.741001000         39.418999000
       3859.000000000        118.000000000         22.047754000         17.853722000        -29.934999000         41.948002000
       3860.000000000         86.000000000          6.180070000         24.188755000        -36.493999000         37.116001000
       3861.000000000         22.000000000         19.177773000         21.869517000        -34.301998000         39.867001000
       4018.000000000          4.000000000         47.735749000          3.402873000         44.841999000         51.417999000
       4020.000000000        136.000000000         21.051074000         20.360918000        -34.389999000         45.810001000
       4021.000000000         41.000000000         19.216829000         19.030270000        -24.202000000         37.700001000
       4203.000000000         33.000000000          3.157485000         26.634980000        -34.916000000         38.252998000
       4204.000000000         95.000000000         15.330126000         22.292992000        -36.898998000         41.867001000
       4205.000000000        119.000000000         11.689176000         23.292855000        -33.061001000         37.637001000
       4206.000000000        117.000000000         23.080735000         16.712114000        -28.266001000         42.235001000
       4207.000000000         61.000000000         28.731115000         12.330651000        -24.740999000         43.919998000
       4208.000000000          4.000000000          4.968501000         28.512085000        -19.365000000         35.254002000
       4367.000000000         49.000000000         20.742694000         20.051657000        -28.921000000         38.622002000
       4368.000000000        135.000000000         22.810674000         17.176105000        -29.909000000         40.255001000
       4369.000000000        101.000000000         15.143267000         22.200242000        -37.053001000         40.270000000
       4549.000000000         16.000000000         12.749562000         25.958176000        -38.630001000         37.764000000
       4550.000000000         80.000000000         14.753775000         23.108574000        -34.775002000         43.296001000
       4551.000000000        118.000000000         16.165610000         21.728488000        -35.931000000         38.834000000
       4552.000000000        119.000000000         21.041950000         18.679644000        -36.411999000         42.812000000
       4553.000000000         92.000000000         19.335098000         19.591566000        -29.757000000         41.808998000
       4554.000000000         22.000000000         17.186182000         21.103766000        -30.299000000         34.194000000
       4716.000000000        108.000000000         23.560972000         18.075082000        -30.664000000         44.939999000
       4717.000000000        142.000000000         26.539662000         15.877920000        -32.769001000         45.323002000
       4718.000000000         40.000000000         26.508350000         17.418117000        -30.392000000         46.075001000
       4896.000000000         48.000000000         31.875375000          9.842006000        -19.429001000         47.912998000
       4897.000000000        111.000000000         29.934027000         16.633241000        -26.235001000         47.609001000
       4898.000000000        121.000000000         31.173545000         11.773045000        -27.638000000         46.339001000
       4899.000000000        120.000000000         25.026450000         16.728146000        -32.085999000         44.997002000
       4900.000000000         61.000000000         31.828328000          9.283054000        -17.065001000         44.880001000
       4901.000000000          4.000000000         34.535251000          7.166043000         30.106001000         45.112000000
       5064.000000000         76.000000000         34.136316000         12.891039000        -24.851999000         55.277000000
       5065.000000000        141.000000000         35.434638000         10.204413000        -16.308001000         51.951000000
       5066.000000000         78.000000000         35.179026000          9.714919000        -17.997000000         55.403000000
       5243.000000000         77.000000000         39.545883000          9.027502000        -23.194000000         50.168999000
       5245.000000000        122.000000000         41.435189000          4.743116000         22.518000000         51.151001000
       5247.000000000         48.000000000         42.135604000          4.389280000         33.702999000         53.251999000
       5413.000000000        131.000000000         42.348252000          7.721445000         21.004999000         67.221001000
       5414.000000000        131.000000000         39.896237000          8.467649000         18.320000000         60.492001000
       5415.000000000         22.000000000         45.787227000          9.215863000         30.726999000         62.820999000
       5589.000000000         34.000000000         40.421029000          7.321729000         20.458000000         53.588001000
       5590.000000000        103.000000000         37.520495000          9.642335000        -19.966000000         51.652000000
       5591.000000000        125.000000000         39.862800000          5.091426000         22.212000000         52.318001000
       5592.000000000        124.000000000         39.183274000          5.033107000         23.082001000         52.097000000
       5593.000000000         81.000000000         40.319494000          4.518403000         30.938000000         51.679001000
       5594.000000000         17.000000000         39.704412000          4.978836000         30.554001000         48.827000000
       5761.000000000         78.000000000         44.494051000          7.525353000         18.495001000         68.114998000
       5762.000000000        142.000000000         42.405683000          7.200589000         22.356001000         66.346001000
       5763.000000000         79.000000000         46.690835000          6.857437000         28.202999000         63.256001000
       5935.000000000         19.000000000         37.716316000          4.598506000         27.455999000         48.900002000
       5937.000000000        127.000000000         38.604370000          6.708179000          9.030000000         52.536999000
       5939.000000000         94.000000000         38.518575000          6.593935000         19.986000000         51.194000000
       6109.000000000         26.000000000         52.586347000          5.611786000         40.500000000         63.006001000
       6110.000000000        134.000000000         45.139470000         10.280406000         16.587999000         65.184998000
       6111.000000000        125.000000000         48.169528000          8.748043000         32.833000000         70.166000000
       6112.000000000          6.000000000         48.055000000          6.437706000         38.297001000         55.400002000
       6281.000000000         13.000000000         39.248538000          4.800902000         31.150999000         48.930000000
       6282.000000000         79.000000000         36.173165000         10.031055000        -25.260000000         53.563999000
       6283.000000000        131.000000000         36.660252000          8.089693000        -18.339001000         50.861000000
       6284.000000000        127.000000000         38.097016000          8.027071000        -21.584000000         53.174000000
       6285.000000000         95.000000000         36.192842000          6.451994000         19.841999000         52.310001000
       6286.000000000         32.000000000         42.470125000          6.517711000         26.056000000         58.178001000
       6458.000000000         55.000000000         48.106564000         13.869989000        -20.389999000         70.667999000
       6459.000000000        144.000000000         44.239931000         12.629253000        -19.825001000         74.154999000
       6627.000000000          6.000000000         32.283667000          4.123403000         25.573000000         36.473999000
       6628.000000000         68.000000000         35.523235000          4.950696000         23.951000000         44.653000000
       6629.000000000        122.000000000         32.305549000         11.972269000        -32.713001000         47.986000000
       6630.000000000        127.000000000         35.177638000         10.241422000        -23.478001000         57.202999000
       6631.000000000        111.000000000         32.491757000         13.618425000        -27.968000000         50.702999000
       6632.000000000         44.000000000         40.706137000          6.818039000         25.976999000         59.396000000
       6807.000000000        110.000000000         20.872109000         22.511770000        -38.533001000         49.264000000
       6808.000000000        142.000000000         26.810359000         15.769063000        -28.299000000         44.988998000
       6809.000000000         21.000000000         26.480810000         16.221158000        -23.969000000         40.543999000
       6974.000000000         48.000000000         28.848208000         11.726863000        -22.141001000         40.085999000
       6975.000000000        114.000000000         28.517675000         12.090161000        -21.370001000         46.521000000
       6976.000000000        132.000000000         31.740659000          5.905004000         13.727000000         46.264999000
       6977.000000000        130.000000000         30.725754000         10.476159000        -30.868999000         48.151001000
       6978.000000000         71.000000000         27.439014000         16.866270000        -28.287001000         44.368000000
       6979.000000000          7.000000000         36.967142000          4.147760000         30.636999000         40.335999000
       7155.000000000         42.000000000         33.351905000          7.113434000         19.990000000         52.264000000
       7156.000000000        146.000000000         26.628699000         15.229573000        -23.347000000         47.705002000
       7157.000000000         93.000000000         33.440204000          8.794762000        -29.271999000         44.672001000
       7320.000000000         13.000000000         -4.362077000         25.484326000        -34.259998000         29.523001000
       7321.000000000         91.000000000         25.260121000         13.323675000        -28.375999000         40.491001000
       7322.000000000        130.000000000         23.190638000         14.789296000        -28.768999000         41.765999000
       7323.000000000        128.000000000         26.987227000         13.263431000        -28.605000000         41.063999000
       7324.000000000         92.000000000          7.554576000         26.276042000        -38.116001000         41.047001000
       7325.000000000         24.000000000         29.306875000         13.734889000        -24.084999000         44.467999000
       7503.000000000         19.000000000         23.174948000         18.264426000        -25.996000000         40.351002000
       7504.000000000        141.000000000         15.492418000         22.602045000        -37.702000000         39.999001000
       7505.000000000        121.000000000         28.247397000         13.976593000        -25.330000000         44.645000000
       7506.000000000          6.000000000         19.963833000         22.776344000        -21.256001000         44.458000000
       7667.000000000         42.000000000         14.428238000         20.536732000        -32.026001000         34.722000000
       7668.000000000        120.000000000         22.280692000         17.792288000        -30.594999000         42.875000000
       7669.000000000        131.000000000          8.296130000         25.683754000        -39.877998000         42.370998000
       7670.000000000        116.000000000         17.017810000         21.782875000        -30.041000000         46.452999000
       7671.000000000         52.000000000          0.923211000         25.834672000        -41.103001000         37.514999000
       7852.000000000        103.000000000          3.240515000         26.971365000        -43.389000000         41.735001000
       7853.000000000        149.000000000         24.869913000         17.383244000        -27.136999000         43.021999000
       7854.000000000         50.000000000         16.097340000         19.929700000        -35.172001000         40.242001000
       8014.000000000         52.000000000          5.137519000         25.374909000        -32.971001000         40.471001000
       8015.000000000        128.000000000         24.898961000         17.713735000        -28.610001000         42.480999000
       8016.000000000        129.000000000          3.820225000         25.606148000        -35.101002000         40.903000000
       8017.000000000         97.000000000         20.944289000         19.630733000        -30.455000000         43.826000000
       8018.000000000         33.000000000          8.745455000         24.986319000        -33.819000000         40.035000000
       8360.000000000          5.000000000         21.721000000         25.065347000        -22.233000000         35.577000000
       8361.000000000         95.000000000         -2.235547000         24.178439000        -35.159000000         34.428001000
       8362.000000000        134.000000000         13.464164000         22.924874000        -38.500999000         43.737999000
       8363.000000000        117.000000000          3.475436000         25.073567000        -32.743000000         40.985001000
       8364.000000000         46.000000000         19.174195000         20.649375000        -30.282000000         37.653999000
       8548.000000000         43.000000000         15.937186000         20.806013000        -29.181999000         40.046001000
       8549.000000000        148.000000000          8.925872000         23.174079000        -34.377998000         39.723000000
       8550.000000000        119.000000000          3.026000000         25.854928000        -36.820000000         42.429001000
       8551.000000000          8.000000000          9.465125000         25.188851000        -36.127998000         36.120998000
       8707.000000000         43.000000000         12.065977000         25.612662000        -36.757999000         41.620998000
       8708.000000000        127.000000000          3.330528000         25.996890000        -38.985001000         39.171001000
       8709.000000000        132.000000000         19.066295000         20.443653000        -32.268002000         41.844002000
       8710.000000000         76.000000000         14.165658000         22.170195000        -30.912001000         43.740002000
       8711.000000000          6.000000000         29.673167000          4.968997000         22.443001000         37.018002000
       8897.000000000        100.000000000         20.178610000         19.194460000        -30.719000000         40.707001000
       8898.000000000        155.000000000         21.533277000         18.783602000        -31.496000000         39.560001000
       8899.000000000         67.000000000         21.074463000         20.738511000        -29.188999000         42.185001000
       9053.000000000          5.000000000        -20.417400000          4.169192000        -24.996000000        -17.358999000
       9054.000000000        102.000000000          4.419823000         26.143860000        -37.055000000         38.831001000
       9055.000000000        130.000000000        -11.697800000         22.845257000        -36.988998000         31.881001000
       9056.000000000         82.000000000         17.609451000         20.643040000        -29.285000000         39.981998000
       9057.000000000          4.000000000        -26.837000000          6.467589000        -33.562000000        -18.003000000
       9248.000000000         32.000000000         27.894063000         19.205027000        -21.153999000         51.119999000
       9400.000000000         72.000000000         32.455014000         15.948411000        -27.075001000         48.993999000
       9401.000000000        129.000000000         41.214008000          7.907442000         16.733999000         58.089001000
       9402.000000000         95.000000000         39.662179000          5.841776000         21.964001000         56.358002000
       9403.000000000          5.000000000         43.200401000          2.581214000         39.460999000         46.757999000
       9594.000000000         97.000000000         34.229031000         10.177732000        -15.705000000         54.548000000
       9595.000000000        154.000000000         28.878065000         15.188745000        -24.309999000         48.275002000
       9596.000000000         63.000000000         34.462810000         10.287084000        -27.809000000         50.224998000
       9747.000000000         72.000000000         33.499014000         12.487765000        -23.707001000         47.108002000
       9748.000000000        128.000000000         32.490172000         10.376022000        -21.806000000         45.105999000
       9749.000000000         92.000000000         37.500739000          5.606837000         16.263000000         51.055000000
       9750.000000000          2.000000000         35.124499000          9.587661000         28.344999000         41.903999000
       9942.000000000         76.000000000         39.752855000          6.686837000         19.820000000         56.933998000
       9943.000000000        153.000000000         37.427431000          8.415050000        -19.049000000         57.157001000
       9944.000000000         88.000000000         40.148716000          6.193506000         26.495001000         55.643002000
      10093.000000000          9.000000000         42.348666000          5.007362000         37.257999000         49.049999000
      10094.000000000        106.000000000         36.594717000          4.850993000         17.364000000         46.174000000
      10095.000000000        117.000000000         41.245649000          4.686395000         28.761999000         51.342999000
      10096.000000000         70.000000000         37.712543000          5.759378000         20.101000000         48.604000000
      10290.000000000         38.000000000         42.165395000          5.124489000         27.030001000         53.672001000
      10291.000000000        156.000000000         44.021103000          6.960383000         24.871000000         66.609001000
      10292.000000000        119.000000000         43.925345000          7.489588000         17.500999000         64.398003000
      10293.000000000          6.000000000         46.767000000          7.022564000         37.320999000         53.414001000
      10440.000000000         31.000000000         32.192161000         11.288711000        -23.108999000         43.859001000
      10441.000000000        130.000000000         36.155861000         10.119642000        -24.089001000         53.183998000
      10442.000000000        121.000000000         30.814587000         11.690780000        -35.370998000         48.237000000
      10443.000000000         22.000000000         38.164682000          4.452358000         27.530001000         46.181999000
      10638.000000000          5.000000000         58.652599000          2.457360000         55.238998000         60.903999000
      10639.000000000        118.000000000         48.494449000         11.951924000         24.118999000         74.417000000
      10640.000000000        156.000000000         43.506827000         14.166894000        -22.162001000         71.483002000
      10641.000000000         55.000000000         41.075546000         10.185042000        -17.257999000         59.473000000
      10786.000000000          4.000000000         42.179749000          1.768641000         40.784000000         44.474998000
      10787.000000000        106.000000000         40.132368000          6.467458000         27.059999000         58.191002000
      10788.000000000        130.000000000         39.986500000          6.598445000         23.847000000         57.501999000
      10789.000000000         51.000000000         40.587784000          7.419730000         25.743999000         62.373001000
      10987.000000000          3.000000000         49.441001000          2.398025000         46.672001000         50.827000000
      10988.000000000        138.000000000         37.158942000         12.694915000        -26.909000000         61.581001000
      10989.000000000        174.000000000         35.845397000         13.020867000        -32.431000000         62.855999000
      10990.000000000         66.000000000         33.823212000         14.345041000        -26.844999000         58.339001000
      11134.000000000         11.000000000         21.022818000         21.058249000        -20.103001000         36.428001000
      11135.000000000        132.000000000         28.012848000         13.993202000        -25.361000000         44.165001000
      11136.000000000        124.000000000         30.430879000         11.394910000        -25.613001000         49.320999000
      11137.000000000         12.000000000         34.772833000          8.275538000         18.291000000         47.293999000
      11338.000000000         63.000000000         24.937111000         16.157887000        -28.209999000         42.919998000
      11339.000000000        160.000000000         22.459256000         20.089686000        -33.893002000         45.554001000
      11340.000000000        165.000000000         27.785915000         15.471625000        -29.846001000         50.528000000
      11342.000000000         18.000000000         22.425445000         19.719783000        -18.313999000         39.671001000
      11476.000000000         11.000000000          7.800091000         25.532965000        -28.931000000         37.301998000
      11477.000000000        143.000000000         19.940692000         19.884149000        -33.124001000         42.959000000
      11478.000000000        112.000000000         13.235598000         24.780028000        -32.022999000         40.473000000
      11677.000000000         32.000000000         20.135500000         20.139278000        -28.794001000         40.990002000
      11678.000000000        140.000000000         15.565443000         22.550412000        -31.388000000         40.183998000
      11679.000000000        202.000000000         15.161599000         23.045230000        -33.006001000         42.948002000
      11680.000000000        109.000000000         20.414862000         18.905386000        -30.054001000         42.498001000
      11681.000000000         20.000000000         11.496850000         23.518365000        -31.132999000         41.152000000
      11805.000000000         11.000000000         18.912546000         21.783636000        -24.941000000         39.591000000
      11806.000000000        149.000000000         -0.663302000         25.218965000        -40.915001000         36.167999000
      11807.000000000        107.000000000          9.296131000         24.875734000        -40.821999000         39.550999000
      12008.000000000         23.000000000         10.565522000         26.589260000        -29.923000000         45.429001000
      12009.000000000        123.000000000         14.200780000         24.839463000        -34.088001000         44.136002000
      12010.000000000        202.000000000         10.354233000         24.640805000        -33.981998000         41.168999000
      12011.000000000        139.000000000         19.591597000         19.086173000        -26.634001000         39.765999000
      12012.000000000         48.000000000         16.335021000         22.354232000        -33.528000000         39.555000000
      12135.000000000        118.000000000         24.615449000         17.961446000        -34.229000000         45.736000000
      12136.000000000        141.000000000         18.277617000         20.218066000        -36.048000000         42.131001000
      12137.000000000          8.000000000         11.458000000         27.561568000        -23.554001000         44.754002000
      12339.000000000         44.000000000         12.797546000         26.421978000        -35.681000000         45.720001000
      12340.000000000        137.000000000         25.575810000         17.557482000        -32.567001000         45.550999000
      12341.000000000        199.000000000         19.768065000         20.152987000        -34.665001000         44.834999000
      12342.000000000        155.000000000         30.193600000          9.954307000        -28.063999000         47.742001000
      12343.000000000         70.000000000         24.243314000         16.519604000        -28.596001000         40.130001000
      12464.000000000          2.000000000         32.323501000          1.603011000         31.190001000         33.457001000
      12465.000000000        167.000000000         36.027922000         10.881733000        -20.600000000         49.816002000
      12466.000000000         70.000000000         21.803629000         21.370103000        -29.652000000         40.372002000
      12670.000000000         53.000000000         17.184830000         22.929747000        -32.895000000         39.258999000
      12671.000000000        146.000000000         13.951877000         22.336652000        -36.960999000         39.612999000
      12672.000000000        205.000000000         17.021376000         21.454505000        -36.400002000         43.990002000
      12673.000000000        140.000000000          8.954536000         24.792784000        -42.238998000         38.554001000
      12674.000000000         55.000000000         15.206891000         23.542657000        -33.109001000         42.797001000
      12794.000000000        168.000000000         16.607030000         21.557671000        -31.118000000         41.818001000
      13002.000000000         61.000000000         25.226230000         15.527964000        -25.818001000         39.837002000
      13003.000000000        143.000000000         25.203511000         16.559131000        -28.261000000         42.318001000
      13004.000000000        199.000000000         22.414839000         18.999598000        -39.601002000         44.446999000
      13005.000000000        129.000000000         16.463240000         22.336110000        -36.957001000         43.203999000
      13006.000000000         60.000000000         14.217633000         22.213204000        -28.403999000         35.318001000
      13007.000000000         10.000000000         -1.169600000         30.931055000        -29.038000000         48.671001000
      13122.000000000         68.000000000         21.875809000         18.543476000        -24.646000000         39.766998000
      13123.000000000        164.000000000         12.340994000         22.984047000        -32.167999000         39.716999000
      13124.000000000         47.000000000         24.345106000         17.166843000        -26.715000000         42.931000000
      13334.000000000         27.000000000         19.342741000         21.847877000        -31.320999000         38.460999000
      13335.000000000        101.000000000         13.899406000         23.296181000        -32.273998000         40.688000000
      13336.000000000        165.000000000         16.644370000         21.999245000        -33.487999000         42.143002000
      13337.000000000        197.000000000         16.718893000         21.372170000        -33.665001000         40.630001000
      13338.000000000        168.000000000         12.928434000         24.811881000        -34.416000000         43.110001000
      13339.000000000        129.000000000         18.747093000         21.290444000        -28.156000000         39.541000000
      13340.000000000         95.000000000         18.371221000         22.359497000        -32.749001000         41.648998000
      13341.000000000         70.000000000         16.952728000         23.110899000        -34.589001000         40.419998000
      13342.000000000         47.000000000         16.048575000         23.933664000        -39.397999000         41.842999000
      13343.000000000         33.000000000         22.169394000         18.158967000        -26.093000000         41.983002000
      13451.000000000         81.000000000         15.339580000         22.695224000        -31.202999000         42.485001000
      13452.000000000        172.000000000          0.438267000         24.988844000        -36.540001000         37.498001000
      13453.000000000         38.000000000         15.456237000         22.284818000        -27.357000000         37.873001000
      13665.000000000          4.000000000         36.541500000          5.519369000         29.535999000         40.957001000
      13666.000000000         55.000000000         30.183418000         11.652798000        -23.962999000         44.912998000
      13667.000000000        113.000000000         28.626142000         14.171569000        -27.770000000         46.709999000
      13668.000000000        161.000000000         31.487311000         12.845631000        -24.177000000         50.308998000
      13669.000000000        190.000000000         33.868089000         12.155475000        -28.635000000         59.169998000
      13670.000000000        167.000000000         29.580180000         13.521236000        -27.002001000         51.254002000
      13674.000000000         86.000000000         28.900360000         14.544457000        -26.540001000         53.716000000
      13675.000000000         72.000000000         23.506514000         19.880179000        -32.700001000         42.293999000
      13676.000000000         60.000000000         27.587700000         17.203127000        -26.804001000         47.787998000
      13677.000000000         47.000000000         28.993723000         14.974841000        -22.108999000         45.681000000
      13678.000000000         37.000000000         28.011135000         17.097497000        -29.938999000         48.000000000
      13679.000000000         25.000000000         26.617960000         20.889707000        -32.520000000         45.792000000
      13680.000000000         15.000000000         30.736934000         16.634243000        -19.233999000         44.956001000
      13681.000000000          4.000000000         26.423001000         12.214780000         15.889000000         38.332001000
      13781.000000000        169.000000000         39.868266000          5.584401000         16.292999000         57.743000000
      13997.000000000         45.000000000         26.436556000         17.203955000        -28.059999000         41.256001000
      13998.000000000         94.000000000         25.105404000         18.205661000        -30.132000000         44.715000000
      13999.000000000        132.000000000         25.093507000         17.815136000        -32.258999000         48.417000000
      14000.000000000        161.000000000         27.731913000         15.590998000        -28.132000000         45.172001000
      14001.000000000        180.000000000         25.713178000         16.590001000        -31.077000000         45.525002000
      14002.000000000        191.000000000         29.837225000         14.235109000        -29.458000000         46.431999000
      14003.000000000        193.000000000         29.336508000         15.632885000        -24.900000000         54.720001000
      14004.000000000        179.000000000         29.102587000         14.778570000        -28.809999000         50.575001000
      14005.000000000        169.000000000         32.617331000          9.771169000        -18.240999000         52.431999000
      14006.000000000        157.000000000         25.612019000         18.657147000        -29.660000000         52.971001000
      14007.000000000        141.000000000         31.600809000         12.625385000        -25.653000000         51.324001000
      14008.000000000        128.000000000         27.826656000         17.580742000        -31.466000000         50.723999000
      14009.000000000        111.000000000         31.421901000         13.980391000        -31.200001000         52.500000000
      14010.000000000         95.000000000         29.861547000         15.249775000        -23.476999000         52.657001000
      14011.000000000         78.000000000         29.645372000         14.091861000        -27.496000000         46.833000000
      14012.000000000         60.000000000         31.421183000         15.205678000        -32.986000000         51.341999000
      14013.000000000         41.000000000         33.522293000         10.787210000        -20.969000000         46.226002000
      14014.000000000         21.000000000         35.546381000         13.590714000        -18.055000000         50.417999000
      14015.000000000          5.000000000         42.134400000          3.251770000         39.823002000         46.682999000
      14109.000000000         12.000000000         34.687749000          6.436988000         26.094000000         45.993000000
      14110.000000000        145.000000000         34.032000000         10.791611000        -28.322001000         46.734001000
      14111.000000000        124.000000000         34.705435000          5.872055000          9.565000000         46.639000000
      14329.000000000         31.000000000         39.585839000          7.986257000         18.738001000         58.462002000
      14332.000000000        110.000000000         40.675700000          9.025564000         24.059999000         63.245998000
      14334.000000000        148.000000000         40.934074000         10.211747000        -23.216000000         64.639999000
      14336.000000000        183.000000000         40.451842000          7.151002000         25.863001000         58.162998000
