                    x                count                  avg                sigma                  min                  max
       6739.000000000         36.000000000         44.121417000          4.808216000         31.792000000         51.784000000
       6871.000000000         63.000000000         36.523190000          4.924191000         24.162001000         46.083000000
       6873.000000000         21.000000000         32.357524000         15.228393000        -24.282000000         47.778000000
       7085.000000000         85.000000000         28.601565000         11.079216000        -21.368999000         43.212002000
       7086.000000000        114.000000000         32.626702000          8.278257000        -24.080999000         49.999001000
       7087.000000000         96.000000000         31.366167000         12.843853000        -31.146999000         46.249001000
       7088.000000000         13.000000000         31.183462000          7.148115000         19.556999000         44.664001000
       7218.000000000         62.000000000         38.852323000          4.651348000         25.535000000         47.584000000
       7219.000000000        145.000000000         37.729028000          4.966090000         24.969999000         49.154999000
       7220.000000000         40.000000000         34.571625000          6.077235000         15.254000000         50.640999000
       7433.000000000         51.000000000         26.893490000         13.877728000        -18.084999000         44.198002000
       7434.000000000        115.000000000         26.922904000         14.399871000        -31.458000000         40.203999000
       7435.000000000        109.000000000         22.413358000         17.852948000        -28.447001000         39.707001000
       7436.000000000         43.000000000         24.733907000         14.792997000        -32.241001000         43.273998000
       7565.000000000         71.000000000         30.274591000         10.752493000        -13.137000000         44.855000000
       7566.000000000        145.000000000         30.318345000         11.753668000        -20.818001000         44.896000000
       7567.000000000         53.000000000         26.980472000         13.376310000        -24.402000000         43.641998000
       7781.000000000         19.000000000         33.045737000         12.917254000        -14.905000000         44.962002000
       7782.000000000        104.000000000         23.508144000         18.941606000        -29.052999000         43.044998000
       7783.000000000        115.000000000         29.371730000         11.662040000        -31.004999000         43.491001000
       7784.000000000         81.000000000         24.181556000         17.472442000        -28.066999000         45.918999000
       7785.000000000          2.000000000         32.076500000          0.003534000         32.074001000         32.078999000
       7911.000000000         12.000000000         34.142250000          5.704677000         25.962999000         42.130001000
       7913.000000000        145.000000000         32.698931000         12.687668000        -29.722000000         50.509998000
       8129.000000000         18.000000000         28.552222000          5.223418000         20.188999000         38.134998000
       8130.000000000        104.000000000         22.425394000         17.656029000        -36.966000000         41.888000000
       8131.000000000        111.000000000         25.414910000         16.054946000        -28.160000000         44.282001000
       8132.000000000         84.000000000         23.232857000         16.616302000        -27.270000000         41.689999000
       8133.000000000          2.000000000         28.222000000          0.005656000         28.218000000         28.226000000
       8259.000000000        127.000000000         23.059772000         17.061616000        -29.561001000         42.297001000
       8260.000000000        143.000000000         28.743874000         14.520911000        -24.412001000         45.625999000
       8478.000000000         66.000000000          9.909500000         24.429664000        -31.236000000         40.580002000
       8479.000000000        110.000000000         12.802000000         22.887998000        -31.841000000         38.610001000
       8480.000000000        113.000000000         10.987389000         24.240251000        -35.762001000         39.470001000
       8481.000000000         36.000000000         12.689722000         26.113807000        -37.348999000         43.756001000
       8605.000000000         66.000000000          6.895303000         26.335385000        -40.914001000         41.999001000
       8606.000000000        139.000000000         -3.766288000         25.356431000        -40.686001000         33.316002000
       8607.000000000        125.000000000         20.274264000         19.040349000        -30.315001000         41.393002000
       8608.000000000         21.000000000         13.308048000         22.118032000        -27.791000000         36.675999000
       8826.000000000         15.000000000          6.208600000         25.702471000        -27.148001000         36.151001000
       8827.000000000        103.000000000         11.815398000         23.745379000        -35.818001000         39.662998000
       8828.000000000        113.000000000         16.678814000         20.621888000        -31.110001000         39.425999000
       8829.000000000         78.000000000          3.658244000         26.740074000        -39.653000000         38.515999000
       8954.000000000         55.000000000          5.579891000         24.422390000        -32.216999000         34.411999000
       9175.000000000         58.000000000         27.549086000         13.117793000        -27.473000000         45.217999000
       9176.000000000        114.000000000         25.363377000         14.612499000        -34.178001000         40.605999000
       9177.000000000        116.000000000         22.810293000         18.305932000        -28.981001000         42.422001000
       9178.000000000         39.000000000         21.268231000         16.869912000        -27.768000000         40.675999000
       9523.000000000         15.000000000         41.212733000          4.138044000         27.375999000         46.578999000
       9524.000000000        102.000000000         36.767324000          5.472596000         14.141000000         48.422001000
       9525.000000000        114.000000000         36.817605000          5.931857000         11.382000000         48.241001000
       9526.000000000         84.000000000         36.267643000          6.391466000         10.290000000         53.924999000
       9643.000000000          4.000000000         32.109250000          3.275756000         27.730000000         34.619999000
       9644.000000000         94.000000000         18.946915000         20.241374000        -37.751999000         42.661999000
       9645.000000000        136.000000000         23.329301000         15.962390000        -29.582001000         40.306999000
       9646.000000000        110.000000000         21.853555000         17.627519000        -31.121000000         40.397999000
       9647.000000000         24.000000000         20.160333000         16.369561000        -17.708000000         37.048000000
       9871.000000000          4.000000000         48.852750000          3.410339000         45.632000000         53.554001000
       9872.000000000         84.000000000         48.796583000          4.998949000         28.714001000         58.387001000
       9873.000000000        116.000000000         46.853466000          5.414735000         30.493000000         59.053001000
       9874.000000000         94.000000000         45.996713000          5.759833000         29.884001000         58.907001000
       9875.000000000          4.000000000         48.296500000          5.193016000         40.638000000         51.520000000
       9990.000000000         51.000000000         34.043274000         11.453364000        -30.989000000         48.368000000
       9992.000000000        127.000000000         33.436583000          7.482505000        -21.406000000         46.351002000
       9993.000000000         61.000000000         16.282033000         20.810478000        -28.219000000         37.243000000
      10220.000000000         70.000000000         52.281914000          4.880694000         39.608002000         60.285999000
      10221.000000000        115.000000000         51.714643000          4.797898000         39.494999000         64.114998000
      10222.000000000        110.000000000         50.097146000          5.506554000         34.462002000         60.590000000
      10223.000000000         14.000000000         52.290571000          4.489000000         45.983002000         59.978001000
      10337.000000000         71.000000000         37.290141000          7.476489000         -9.775000000         47.616001000
      10338.000000000        134.000000000         41.306194000          4.119898000         28.448000000         50.585999000
      10339.000000000        102.000000000         36.178627000          6.644415000          6.067000000         47.327999000
      10340.000000000         14.000000000         39.321714000          2.069629000         34.074001000         42.462002000
      10568.000000000         42.000000000         56.080714000          6.527120000         41.208000000         72.552002000
      10569.000000000        119.000000000         55.624874000          6.529256000         40.716999000         73.907997000
      10570.000000000        119.000000000         54.150840000          7.209942000         41.437000000         76.207001000
      10571.000000000         22.000000000         49.566545000          3.697879000         41.236000000         54.667000000
      10683.000000000         29.000000000         39.609862000          5.893746000         23.740999000         48.793999000
      10684.000000000        135.000000000         39.960630000          5.272587000         22.493999000         51.786999000
      10685.000000000        120.000000000         33.011058000         10.430187000        -32.428001000         47.016998000
      10686.000000000         21.000000000         43.268857000          5.012278000         32.930000000         51.587002000
      10917.000000000         68.000000000         56.141559000          5.248854000         46.667999000         70.181999000
      10918.000000000        133.000000000         53.166481000          8.054559000         36.875999000         77.263000000
      10919.000000000         58.000000000         49.769465000          5.632877000         39.483002000         65.693001000
      11030.000000000         14.000000000         39.290000000          3.348691000         33.157001000         43.395000000
      11031.000000000        141.000000000         32.941504000         12.315572000        -27.100000000         46.957001000
      11032.000000000        113.000000000         36.797637000          5.568295000         14.626000000         49.939999000
      11267.000000000         56.000000000         41.933821000          7.594000000         24.827999000         60.287998000
      11268.000000000        126.000000000         43.746460000          6.569456000         29.330999000         64.595001000
      11269.000000000         64.000000000         42.450860000          4.057276000         33.412998000         49.931000000
      11378.000000000         31.000000000         41.435581000          4.542877000         31.716000000         51.488998000
      11379.000000000        145.000000000         37.364248000          5.733283000         19.143000000         49.750000000
      11380.000000000        102.000000000         33.277177000         10.730087000        -23.155001000         46.016998000
      11606.000000000        133.000000000         28.157203000         13.230299000        -26.761000000         46.737999000
      11607.000000000         88.000000000         32.739045000          8.215122000        -21.441999000         45.591999000
      11709.000000000        122.000000000         30.146221000         12.828321000        -28.959999000         46.561001000
      11710.000000000        136.000000000         36.365706000          7.379859000        -15.137000000         47.297001000
      11936.000000000         82.000000000         24.357134000         18.549313000        -30.944000000         46.730000000
      11937.000000000        140.000000000         26.955171000         14.233193000        -30.781000000         46.448002000
      12038.000000000         98.000000000         33.597265000          7.734256000        -22.299999000         45.707001000
      12039.000000000        159.000000000         25.430969000         18.624811000        -29.680000000         50.256001000
      12040.000000000         12.000000000         26.400583000         16.243321000        -23.415001000         38.113998000
      12267.000000000        144.000000000         27.419910000         12.241487000        -26.023001000         44.396999000
      12367.000000000         29.000000000         31.935690000          7.046100000         15.067000000         41.583000000
      12368.000000000        173.000000000         37.067231000          4.990904000         21.570000000         49.993999000
      12369.000000000         69.000000000         21.471246000         19.793514000        -33.728001000         46.018002000
      12596.000000000         28.000000000         17.822964000         24.692697000        -35.675999000         42.549999000
      12597.000000000        144.000000000         27.679625000         13.261074000        -27.531000000         41.909000000
      12696.000000000         10.000000000         20.899400000         23.904960000        -26.940001000         45.966999000
      12698.000000000         89.000000000         26.232596000         16.683728000        -24.025000000         42.321999000
      12927.000000000        111.000000000         29.273784000         13.294672000        -26.421000000         43.491001000
      12928.000000000        110.000000000         22.737609000         17.847604000        -28.083000000         46.018002000
      13025.000000000         24.000000000         31.655708000          6.208846000         14.531000000         42.189999000
      13026.000000000        172.000000000         26.496052000         15.343294000        -33.457001000         43.870998000
      13027.000000000         70.000000000         34.152057000          8.937537000        -22.805000000         47.199001000
      13257.000000000         38.000000000         28.977395000         13.550977000        -28.385000000         39.125999000
      13258.000000000        144.000000000         28.417035000         12.731552000        -28.266001000         41.919998000
      13259.000000000         16.000000000         31.092000000          6.201987000         17.986000000         40.433998000
      13588.000000000        144.000000000         29.673507000          8.431367000        -17.473000000         42.636002000
      13589.000000000         69.000000000         26.338493000         15.719988000        -29.782000000         42.820999000
      13918.000000000        100.000000000         38.861490000          5.620511000         19.566000000         50.875999000
      13919.000000000        120.000000000         36.292158000          8.064787000        -14.691000000         49.646000000
      14013.000000000        127.000000000         17.034331000         20.304365000        -31.507999000         39.299999000
      14014.000000000        124.000000000         27.341427000         13.120776000        -29.669001000         40.820999000
      14249.000000000        148.000000000         45.202257000          4.360779000         33.667000000         56.216000000
      14342.000000000         60.000000000         36.761850000          5.357615000         22.063000000         47.737000000
      14344.000000000         22.000000000         35.653955000          4.109840000         26.643000000         43.771999000
      14579.000000000        144.000000000         51.504972000          4.900840000         38.770000000         62.480000000
      14580.000000000         69.000000000         52.742594000          5.068362000         40.803001000         65.768997000
      14673.000000000         93.000000000         41.695108000          5.628689000         18.201000000         53.558998000
      14909.000000000        101.000000000         55.478772000          5.571806000         41.028000000         68.070000000
      15001.000000000         66.000000000         43.793121000          4.123193000         36.270000000         56.544998000
      15003.000000000         13.000000000         38.429923000          6.853480000         23.110001000         45.361000000
      15239.000000000         10.000000000         56.965900000          3.725290000         50.571999000         61.789001000
      15240.000000000        150.000000000         49.811260000          5.743678000         28.254000000         68.364998000
      15241.000000000         44.000000000         48.377068000          4.727448000         38.034000000         58.898998000
      15330.000000000         52.000000000         37.391654000          9.092993000        -17.257999000         47.355000000
      15331.000000000        181.000000000         39.294867000          5.436428000         22.308001000         53.587002000
      15332.000000000         22.000000000         35.923182000          5.967363000         25.872000000         43.658001000
      15570.000000000        125.000000000         44.223640000          5.979567000         28.114000000         60.104000000
      15571.000000000         96.000000000         43.094177000          5.020247000         30.587999000         59.095001000
      15659.000000000         34.000000000         34.131794000         11.708712000        -22.302999000         46.773998000
      15660.000000000        180.000000000         23.180111000         17.005837000        -27.761000000         42.980000000
      15661.000000000         37.000000000         34.244892000         10.164598000        -16.277000000         45.254002000
      15900.000000000         54.000000000         24.702037000         18.510590000        -30.875000000         41.353001000
      15901.000000000        147.000000000         29.193191000         12.727606000        -27.525000000         45.241001000
      15902.000000000         10.000000000         26.250200000         19.138962000        -24.798000000         43.458000000
      15989.000000000         24.000000000         33.698959000          5.015661000         22.431000000         40.415001000
      15990.000000000        176.000000000         35.241352000          5.926076000         10.782000000         48.541000000
      15991.000000000         46.000000000         22.600543000         19.617526000        -30.056000000         40.394001000
      16233.000000000        145.000000000         20.577993000         19.005188000        -30.635000000         44.487999000
      16322.000000000         95.000000000         32.525253000         10.105327000        -21.284000000         49.224998000
      16564.000000000         12.000000000         28.843583000         18.675584000        -26.870001000         48.717999000
      16565.000000000        144.000000000         29.507792000         11.648294000        -23.499001000         44.283001000
      16566.000000000          6.000000000         30.618666000          5.859821000         22.556999000         37.792999000
      16653.000000000        132.000000000         30.035871000         12.646891000        -28.579000000         44.938999000
      16897.000000000        145.000000000         30.079786000         11.852975000        -23.879999000         43.902000000
      16983.000000000         34.000000000         28.413235000         12.857404000        -26.165001000         42.127998000
      16985.000000000         30.000000000         34.299500000          6.000096000         16.200001000         43.375999000
      17229.000000000        124.000000000         27.887121000         12.267012000        -23.434999000         42.144001000
      17230.000000000        100.000000000         23.095960000         18.127109000        -28.332001000         42.541000000
      17314.000000000         27.000000000         22.982926000         22.261552000        -34.085999000         42.584000000
      17315.000000000        186.000000000         27.150290000         16.271683000        -34.424999000         46.203999000
      17316.000000000         33.000000000         33.018940000          6.304087000         18.610001000         44.709999000
      17561.000000000         62.000000000         27.171097000         14.992682000        -24.436001000         39.764000000
      17562.000000000        141.000000000         27.302220000         14.269838000        -27.299000000         45.734001000
      17563.000000000         12.000000000         20.205083000         21.285592000        -29.150999000         39.328999000
      17646.000000000        180.000000000         28.894339000         11.354245000        -26.674000000         43.959000000
      17893.000000000         88.000000000         26.901750000         15.083759000        -27.402000000         47.243999000
      17977.000000000        141.000000000         14.670801000         21.843939000        -36.102001000         39.606998000
      18225.000000000        111.000000000         37.226027000          5.399224000         16.999001000         47.466999000
      18226.000000000        113.000000000         36.812434000          7.641540000        -13.090000000         50.987000000
      18307.000000000        149.000000000         24.517725000         16.668518000        -31.444000000         43.166000000
      18308.000000000         95.000000000         15.794431000         21.012809000        -31.851999000         39.875999000
      18558.000000000         91.000000000         43.981176000          5.071995000         26.056999000         56.140999000
      18638.000000000        172.000000000         38.289285000          4.973157000         16.618000000         48.806999000
